Var1,Var2
"MicrophoneSB_Specimens1_53.txt","SoftBone"
"MicrophoneSB_Specimens1_54.txt","SoftBone"
"MicrophoneSB_Specimens1_55.txt","SoftBone"
"MicrophoneSB_Specimens1_56.txt","SoftBone"
"MicrophoneSB_Specimens1_57.txt","SoftBone"
"MicrophoneSB_Specimens1_58.txt","SoftBone"
"MicrophoneSB_Specimens1_59.txt","SoftBone"
"MicrophoneSB_Specimens1_60.txt","SoftBone"
"MicrophoneSB_Specimens1_61.txt","SoftBone"
"MicrophoneSB_Specimens1_62.txt","SoftBone"
"MicrophoneSB_Specimens1_63.txt","SoftBone"
"MicrophoneSB_Specimens1_64.txt","SoftBone"
"MicrophoneSB_Specimens1_65.txt","SoftBone"
"MicrophoneSB_Specimens1_66.txt","SoftBone"
"MicrophoneSB_Specimens1_67.txt","SoftBone"
"MicrophoneSB_Specimens1_68.txt","SoftBone"
"MicrophoneSB_Specimens1_69.txt","SoftBone"
"MicrophoneSB_Specimens1_70.txt","SoftBone"
"MicrophoneSB_Specimens1_71.txt","SoftBone"
"MicrophoneSB_Specimens1_72.txt","SoftBone"
"MicrophoneSB_Specimens1_73.txt","SoftBone"
"MicrophoneSB_Specimens1_74.txt","SoftBone"
"MicrophoneSB_Specimens1_75.txt","SoftBone"
"MicrophoneSB_Specimens1_76.txt","SoftBone"
"MicrophoneSB_Specimens1_77.txt","SoftBone"
"MicrophoneSB_Specimens1_78.txt","SoftBone"
"MicrophoneSB_Specimens1_79.txt","SoftBone"
"MicrophoneSB_Specimens1_80.txt","SoftBone"
"MicrophoneSB_Specimens1_81.txt","SoftBone"
"MicrophoneSB_Specimens1_82.txt","SoftBone"
"MicrophoneSB_Specimens1_83.txt","SoftBone"
"MicrophoneSB_Specimens1_84.txt","SoftBone"
"MicrophoneSB_Specimens1_85.txt","SoftBone"
"MicrophoneSB_Specimens1_86.txt","SoftBone"
"MicrophoneSB_Specimens1_87.txt","SoftBone"
"MicrophoneSB_Specimens1_88.txt","SoftBone"
"MicrophoneSB_Specimens1_89.txt","SoftBone"
"MicrophoneSB_Specimens1_90.txt","SoftBone"
"MicrophoneSB_Specimens1_91.txt","SoftBone"
"MicrophoneSB_Specimens1_92.txt","SoftBone"
"MicrophoneSB_Specimens1_93.txt","SoftBone"
"MicrophoneSB_Specimens1_94.txt","SoftBone"
"MicrophoneSB_Specimens1_95.txt","SoftBone"
"MicrophoneSB_Specimens1_96.txt","SoftBone"
"MicrophoneSB_Specimens1_97.txt","SoftBone"
"MicrophoneSB_Specimens1_98.txt","SoftBone"
"MicrophoneSB_Specimens1_99.txt","SoftBone"
"MicrophoneSB_Specimens1_100.txt","SoftBone"
"MicrophoneSB_Specimens1_101.txt","SoftBone"
"MicrophoneSB_Specimens1_102.txt","SoftBone"
"MicrophoneSB_Specimens1_103.txt","SoftBone"
"MicrophoneSB_Specimens1_104.txt","SoftBone"
"MicrophoneSB_Specimens1_105.txt","SoftBone"
"MicrophoneSB_Specimens1_106.txt","SoftBone"
"MicrophoneSB_Specimens1_107.txt","SoftBone"
"MicrophoneSB_Specimens1_108.txt","SoftBone"
"MicrophoneSB_Specimens1_109.txt","SoftBone"
"MicrophoneSB_Specimens1_110.txt","SoftBone"
"MicrophoneSB_Specimens1_111.txt","SoftBone"
"MicrophoneSB_Specimens1_112.txt","SoftBone"
"MicrophoneSB_Specimens1_113.txt","SoftBone"
"MicrophoneSB_Specimens1_114.txt","SoftBone"
"MicrophoneSB_Specimens1_115.txt","SoftBone"
"MicrophoneSB_Specimens1_116.txt","SoftBone"
"MicrophoneSB_Specimens1_117.txt","SoftBone"
"MicrophoneSB_Specimens1_118.txt","SoftBone"
"MicrophoneSB_Specimens1_119.txt","SoftBone"
"MicrophoneSB_Specimens1_120.txt","SoftBone"
"MicrophoneSB_Specimens1_121.txt","SoftBone"
"MicrophoneSB_Specimens1_122.txt","SoftBone"
"MicrophoneSB_Specimens1_123.txt","SoftBone"
"MicrophoneSB_Specimens1_124.txt","SoftBone"
"MicrophoneSB_Specimens1_125.txt","SoftBone"
"MicrophoneSB_Specimens1_126.txt","SoftBone"
"MicrophoneSB_Specimens1_127.txt","SoftBone"
"MicrophoneSB_Specimens1_128.txt","SoftBone"
"MicrophoneSB_Specimens1_129.txt","SoftBone"
"MicrophoneSB_Specimens1_130.txt","SoftBone"
"MicrophoneSB_Specimens1_131.txt","SoftBone"
"MicrophoneSB_Specimens1_132.txt","SoftBone"
"MicrophoneSB_Specimens1_133.txt","SoftBone"
"MicrophoneSB_Specimens1_134.txt","SoftBone"
"MicrophoneSB_Specimens1_135.txt","SoftBone"
"MicrophoneSB_Specimens1_136.txt","SoftBone"
"MicrophoneSB_Specimens1_137.txt","SoftBone"
"MicrophoneSB_Specimens1_138.txt","SoftBone"
"MicrophoneSB_Specimens1_139.txt","SoftBone"
"MicrophoneSB_Specimens1_140.txt","SoftBone"
"MicrophoneSB_Specimens1_141.txt","SoftBone"
"MicrophoneSB_Specimens1_142.txt","SoftBone"
"MicrophoneSB_Specimens1_143.txt","SoftBone"
"MicrophoneSB_Specimens1_144.txt","SoftBone"
"MicrophoneSB_Specimens1_145.txt","SoftBone"
"MicrophoneSB_Specimens1_146.txt","SoftBone"
"MicrophoneSB_Specimens1_147.txt","SoftBone"
"MicrophoneSB_Specimens1_148.txt","SoftBone"
"MicrophoneSB_Specimens1_149.txt","SoftBone"
"MicrophoneSB_Specimens1_150.txt","SoftBone"
"MicrophoneSB_Specimens1_151.txt","SoftBone"
"MicrophoneSB_Specimens1_152.txt","SoftBone"
"MicrophoneSB_Specimens1_153.txt","SoftBone"
"MicrophoneSB_Specimens1_154.txt","SoftBone"
"MicrophoneSB_Specimens1_155.txt","SoftBone"
"MicrophoneSB_Specimens1_156.txt","SoftBone"
"MicrophoneSB_Specimens1_157.txt","SoftBone"
"MicrophoneSB_Specimens1_158.txt","SoftBone"
"MicrophoneSB_Specimens1_159.txt","SoftBone"
"MicrophoneSB_Specimens1_160.txt","SoftBone"
"MicrophoneSB_Specimens1_161.txt","SoftBone"
"MicrophoneSB_Specimens1_162.txt","SoftBone"
"MicrophoneSB_Specimens1_163.txt","SoftBone"
"MicrophoneSB_Specimens1_164.txt","SoftBone"
"MicrophoneSB_Specimens1_165.txt","SoftBone"
"MicrophoneSB_Specimens1_166.txt","SoftBone"
"MicrophoneSB_Specimens1_167.txt","SoftBone"
"MicrophoneSB_Specimens1_168.txt","SoftBone"
"MicrophoneSB_Specimens1_169.txt","SoftBone"
"MicrophoneSB_Specimens1_170.txt","SoftBone"
"MicrophoneSB_Specimens1_171.txt","SoftBone"
"MicrophoneSB_Specimens1_172.txt","SoftBone"
"MicrophoneSB_Specimens1_173.txt","SoftBone"
"MicrophoneSB_Specimens1_174.txt","SoftBone"
"MicrophoneSB_Specimens1_175.txt","SoftBone"
"MicrophoneSB_Specimens1_176.txt","SoftBone"
"MicrophoneSB_Specimens1_177.txt","SoftBone"
"MicrophoneSB_Specimens1_178.txt","SoftBone"
"MicrophoneSB_Specimens1_179.txt","SoftBone"
"MicrophoneSB_Specimens1_180.txt","SoftBone"
"MicrophoneSB_Specimens1_181.txt","SoftBone"
"MicrophoneSB_Specimens1_182.txt","SoftBone"
"MicrophoneSB_Specimens1_183.txt","SoftBone"
"MicrophoneSB_Specimens1_184.txt","SoftBone"
"MicrophoneSB_Specimens1_185.txt","SoftBone"
"MicrophoneSB_Specimens1_186.txt","SoftBone"
"MicrophoneSB_Specimens1_187.txt","SoftBone"
"MicrophoneSB_Specimens1_188.txt","SoftBone"
"MicrophoneSB_Specimens1_189.txt","SoftBone"
"MicrophoneSB_Specimens1_190.txt","SoftBone"
"MicrophoneSB_Specimens1_191.txt","SoftBone"
"MicrophoneSB_Specimens1_192.txt","SoftBone"
"MicrophoneSB_Specimens1_193.txt","SoftBone"
"MicrophoneSB_Specimens1_194.txt","SoftBone"
"MicrophoneSB_Specimens1_195.txt","SoftBone"
"MicrophoneSB_Specimens1_196.txt","SoftBone"
"MicrophoneSB_Specimens1_197.txt","SoftBone"
"MicrophoneSB_Specimens1_198.txt","SoftBone"
"MicrophoneSB_Specimens1_199.txt","SoftBone"
"MicrophoneSB_Specimens1_200.txt","SoftBone"
"MicrophoneSB_Specimens1_201.txt","SoftBone"
"MicrophoneSB_Specimens1_202.txt","SoftBone"
"MicrophoneSB_Specimens1_203.txt","SoftBone"
"MicrophoneSB_Specimens1_204.txt","SoftBone"
"MicrophoneSB_Specimens1_205.txt","SoftBone"
"MicrophoneSB_Specimens1_206.txt","SoftBone"
"MicrophoneSB_Specimens1_207.txt","SoftBone"
"MicrophoneSB_Specimens1_208.txt","SoftBone"
"MicrophoneSB_Specimens1_209.txt","SoftBone"
"MicrophoneSB_Specimens1_210.txt","SoftBone"
"MicrophoneSB_Specimens1_211.txt","SoftBone"
"MicrophoneSB_Specimens1_212.txt","SoftBone"
"MicrophoneSB_Specimens1_213.txt","SoftBone"
"MicrophoneSB_Specimens1_214.txt","SoftBone"
"MicrophoneSB_Specimens1_215.txt","SoftBone"
"MicrophoneSB_Specimens1_216.txt","SoftBone"
"MicrophoneSB_Specimens1_217.txt","SoftBone"
"MicrophoneSB_Specimens1_218.txt","SoftBone"
"MicrophoneSB_Specimens1_219.txt","SoftBone"
"MicrophoneSB_Specimens1_220.txt","SoftBone"
"MicrophoneSB_Specimens1_221.txt","SoftBone"
"MicrophoneSB_Specimens1_222.txt","SoftBone"
"MicrophoneSB_Specimens1_223.txt","SoftBone"
"MicrophoneSB_Specimens1_224.txt","SoftBone"
"MicrophoneSB_Specimens1_225.txt","SoftBone"
"MicrophoneSB_Specimens1_226.txt","SoftBone"
"MicrophoneSB_Specimens1_227.txt","SoftBone"
"MicrophoneSB_Specimens1_228.txt","SoftBone"
"MicrophoneSB_Specimens1_229.txt","SoftBone"
"MicrophoneSB_Specimens1_230.txt","SoftBone"
"MicrophoneSB_Specimens1_231.txt","SoftBone"
"MicrophoneSB_Specimens1_232.txt","SoftBone"
"MicrophoneSB_Specimens1_233.txt","SoftBone"
"MicrophoneSB_Specimens1_234.txt","SoftBone"
"MicrophoneSB_Specimens1_235.txt","SoftBone"
"MicrophoneSB_Specimens1_236.txt","SoftBone"
"MicrophoneSB_Specimens1_237.txt","SoftBone"
"MicrophoneSB_Specimens1_238.txt","SoftBone"
"MicrophoneSB_Specimens1_239.txt","SoftBone"
"MicrophoneSB_Specimens1_240.txt","SoftBone"
"MicrophoneSB_Specimens1_241.txt","SoftBone"
"MicrophoneSB_Specimens1_242.txt","SoftBone"
"MicrophoneSB_Specimens1_243.txt","SoftBone"
"MicrophoneSB_Specimens1_244.txt","SoftBone"
"MicrophoneSB_Specimens1_245.txt","SoftBone"
"MicrophoneSB_Specimens1_246.txt","SoftBone"
"MicrophoneSB_Specimens1_247.txt","SoftBone"
"MicrophoneSB_Specimens1_248.txt","SoftBone"
"MicrophoneSB_Specimens1_249.txt","SoftBone"
"MicrophoneSB_Specimens1_250.txt","SoftBone"
"MicrophoneSB_Specimens1_251.txt","SoftBone"
"MicrophoneSB_Specimens1_252.txt","SoftBone"
"MicrophoneSB_Specimens1_253.txt","SoftBone"
"MicrophoneSB_Specimens1_254.txt","SoftBone"
"MicrophoneSB_Specimens1_255.txt","SoftBone"
"MicrophoneSB_Specimens1_256.txt","SoftBone"
"MicrophoneSB_Specimens1_257.txt","SoftBone"
"MicrophoneSB_Specimens1_258.txt","SoftBone"
"MicrophoneSB_Specimens1_259.txt","SoftBone"
"MicrophoneSB_Specimens1_260.txt","SoftBone"
"MicrophoneSB_Specimens1_261.txt","SoftBone"
"MicrophoneSB_Specimens1_262.txt","SoftBone"
"MicrophoneSB_Specimens1_263.txt","SoftBone"
"MicrophoneSB_Specimens1_264.txt","SoftBone"
"MicrophoneSB_Specimens1_265.txt","SoftBone"
"MicrophoneSB_Specimens1_266.txt","SoftBone"
"MicrophoneSB_Specimens1_267.txt","SoftBone"
"MicrophoneSB_Specimens1_268.txt","SoftBone"
"MicrophoneSB_Specimens1_269.txt","SoftBone"
"MicrophoneSB_Specimens1_270.txt","SoftBone"
"MicrophoneSB_Specimens1_271.txt","SoftBone"
"MicrophoneSB_Specimens1_272.txt","SoftBone"
"MicrophoneSB_Specimens1_273.txt","SoftBone"
"MicrophoneSB_Specimens1_274.txt","SoftBone"
"MicrophoneSB_Specimens1_275.txt","SoftBone"
"MicrophoneSB_Specimens1_276.txt","SoftBone"
"MicrophoneSB_Specimens1_277.txt","SoftBone"
"MicrophoneSB_Specimens1_278.txt","SoftBone"
"MicrophoneSB_Specimens1_279.txt","SoftBone"
"MicrophoneSB_Specimens1_280.txt","SoftBone"
"MicrophoneSB_Specimens1_281.txt","SoftBone"
"MicrophoneSB_Specimens1_282.txt","SoftBone"
"MicrophoneSB_Specimens1_283.txt","SoftBone"
"MicrophoneSB_Specimens1_284.txt","SoftBone"
"MicrophoneSB_Specimens1_285.txt","SoftBone"
"MicrophoneSB_Specimens1_286.txt","SoftBone"
"MicrophoneSB_Specimens1_287.txt","SoftBone"
"MicrophoneSB_Specimens1_288.txt","SoftBone"
"MicrophoneSB_Specimens1_289.txt","SoftBone"
"MicrophoneSB_Specimens1_290.txt","SoftBone"
"MicrophoneSB_Specimens1_291.txt","SoftBone"
"MicrophoneSB_Specimens1_292.txt","SoftBone"
"MicrophoneSB_Specimens1_293.txt","SoftBone"
"MicrophoneSB_Specimens1_294.txt","SoftBone"
"MicrophoneSB_Specimens1_295.txt","SoftBone"
"MicrophoneSB_Specimens1_296.txt","SoftBone"
"MicrophoneSB_Specimens1_297.txt","SoftBone"
"MicrophoneSB_Specimens1_298.txt","SoftBone"
"MicrophoneSB_Specimens1_299.txt","SoftBone"
"MicrophoneSB_Specimens1_300.txt","SoftBone"
"MicrophoneSB_Specimens1_301.txt","SoftBone"
"MicrophoneSB_Specimens1_302.txt","SoftBone"
"MicrophoneSB_Specimens1_303.txt","SoftBone"
"MicrophoneSB_Specimens1_304.txt","SoftBone"
"MicrophoneSB_Specimens1_305.txt","SoftBone"
"MicrophoneSB_Specimens1_306.txt","SoftBone"
"MicrophoneSB_Specimens1_307.txt","SoftBone"
"MicrophoneSB_Specimens1_308.txt","SoftBone"
"MicrophoneSB_Specimens1_309.txt","SoftBone"
"MicrophoneSB_Specimens1_310.txt","SoftBone"
"MicrophoneSB_Specimens1_311.txt","SoftBone"
"MicrophoneSB_Specimens1_312.txt","SoftBone"
"MicrophoneSB_Specimens1_313.txt","SoftBone"
"MicrophoneSB_Specimens1_314.txt","SoftBone"
"MicrophoneSB_Specimens1_315.txt","SoftBone"
"MicrophoneSB_Specimens1_316.txt","SoftBone"
"MicrophoneSB_Specimens1_317.txt","SoftBone"
"MicrophoneSB_Specimens1_318.txt","SoftBone"
"MicrophoneSB_Specimens1_319.txt","SoftBone"
"MicrophoneSB_Specimens1_320.txt","SoftBone"
"MicrophoneSB_Specimens1_321.txt","SoftBone"
"MicrophoneSB_Specimens1_322.txt","SoftBone"
"MicrophoneSB_Specimens1_323.txt","SoftBone"
"MicrophoneSB_Specimens1_324.txt","SoftBone"
"MicrophoneSB_Specimens1_325.txt","SoftBone"
"MicrophoneSB_Specimens1_326.txt","SoftBone"
"MicrophoneSB_Specimens1_327.txt","SoftBone"
"MicrophoneSB_Specimens1_328.txt","SoftBone"
"MicrophoneSB_Specimens1_329.txt","SoftBone"
"MicrophoneSB_Specimens1_330.txt","SoftBone"
"MicrophoneSB_Specimens1_331.txt","SoftBone"
"MicrophoneSB_Specimens1_332.txt","SoftBone"
"MicrophoneSB_Specimens1_333.txt","SoftBone"
"MicrophoneSB_Specimens1_334.txt","SoftBone"
"MicrophoneSB_Specimens1_335.txt","SoftBone"
"MicrophoneSB_Specimens1_336.txt","SoftBone"
"MicrophoneSB_Specimens1_337.txt","SoftBone"
"MicrophoneSB_Specimens1_338.txt","SoftBone"
"MicrophoneSB_Specimens1_339.txt","SoftBone"
"MicrophoneSB_Specimens1_340.txt","SoftBone"
"MicrophoneSB_Specimens1_341.txt","SoftBone"
"MicrophoneSB_Specimens1_342.txt","SoftBone"
"MicrophoneSB_Specimens1_343.txt","SoftBone"
"MicrophoneSB_Specimens1_344.txt","SoftBone"
"MicrophoneSB_Specimens1_345.txt","SoftBone"
"MicrophoneSB_Specimens1_346.txt","SoftBone"
"MicrophoneSB_Specimens1_347.txt","SoftBone"
"MicrophoneSB_Specimens1_348.txt","SoftBone"
"MicrophoneSB_Specimens1_349.txt","SoftBone"
"MicrophoneSB_Specimens1_350.txt","SoftBone"
"MicrophoneSB_Specimens1_351.txt","SoftBone"
"MicrophoneSB_Specimens1_352.txt","SoftBone"
"MicrophoneSB_Specimens1_353.txt","SoftBone"
"MicrophoneSB_Specimens1_354.txt","SoftBone"
"MicrophoneSB_Specimens1_355.txt","SoftBone"
"MicrophoneSB_Specimens1_356.txt","SoftBone"
"MicrophoneSB_Specimens1_357.txt","SoftBone"
"MicrophoneSB_Specimens1_358.txt","SoftBone"
"MicrophoneSB_Specimens1_359.txt","SoftBone"
"MicrophoneSB_Specimens1_360.txt","SoftBone"
"MicrophoneSB_Specimens1_361.txt","SoftBone"
"MicrophoneSB_Specimens1_362.txt","SoftBone"
"MicrophoneSB_Specimens1_363.txt","SoftBone"
"MicrophoneSB_Specimens1_364.txt","SoftBone"
"MicrophoneSB_Specimens1_365.txt","SoftBone"
"MicrophoneSB_Specimens1_366.txt","SoftBone"
"MicrophoneSB_Specimens1_367.txt","SoftBone"
"MicrophoneSB_Specimens1_368.txt","SoftBone"
"MicrophoneSB_Specimens1_369.txt","SoftBone"
"MicrophoneSB_Specimens1_370.txt","SoftBone"
"MicrophoneSB_Specimens1_371.txt","SoftBone"
"MicrophoneSB_Specimens1_372.txt","SoftBone"
"MicrophoneSB_Specimens1_373.txt","SoftBone"
"MicrophoneSB_Specimens1_374.txt","SoftBone"
"MicrophoneSB_Specimens1_375.txt","SoftBone"
"MicrophoneSB_Specimens1_376.txt","SoftBone"
"MicrophoneSB_Specimens1_377.txt","SoftBone"
"MicrophoneSB_Specimens1_378.txt","SoftBone"
"MicrophoneSB_Specimens1_379.txt","SoftBone"
"MicrophoneSB_Specimens1_380.txt","SoftBone"
"MicrophoneSB_Specimens1_381.txt","SoftBone"
"MicrophoneSB_Specimens1_382.txt","SoftBone"
"MicrophoneSB_Specimens1_383.txt","SoftBone"
"MicrophoneSB_Specimens1_384.txt","SoftBone"
"MicrophoneSB_Specimens1_385.txt","SoftBone"
"MicrophoneSB_Specimens1_386.txt","SoftBone"
"MicrophoneSB_Specimens1_387.txt","SoftBone"
"MicrophoneSB_Specimens1_388.txt","SoftBone"
"MicrophoneSB_Specimens1_389.txt","SoftBone"
"MicrophoneSB_Specimens1_390.txt","SoftBone"
"MicrophoneSB_Specimens1_391.txt","SoftBone"
"MicrophoneSB_Specimens1_392.txt","SoftBone"
"MicrophoneSB_Specimens1_393.txt","SoftBone"
"MicrophoneSB_Specimens1_394.txt","SoftBone"
"MicrophoneSB_Specimens1_395.txt","SoftBone"
"MicrophoneSB_Specimens1_396.txt","SoftBone"
"MicrophoneSB_Specimens1_397.txt","SoftBone"
"MicrophoneSB_Specimens1_398.txt","SoftBone"
"MicrophoneSB_Specimens1_399.txt","SoftBone"
"MicrophoneSB_Specimens1_400.txt","SoftBone"
"MicrophoneSB_Specimens1_401.txt","SoftBone"
"MicrophoneSB_Specimens1_402.txt","SoftBone"
"MicrophoneSB_Specimens1_403.txt","SoftBone"
"MicrophoneSB_Specimens1_404.txt","SoftBone"
"MicrophoneSB_Specimens1_405.txt","SoftBone"
"MicrophoneSB_Specimens1_406.txt","SoftBone"
"MicrophoneSB_Specimens1_407.txt","SoftBone"
"MicrophoneSB_Specimens1_408.txt","SoftBone"
"MicrophoneSB_Specimens1_409.txt","SoftBone"
"MicrophoneSB_Specimens1_410.txt","SoftBone"
"MicrophoneSB_Specimens1_411.txt","SoftBone"
"MicrophoneSB_Specimens1_412.txt","SoftBone"
"MicrophoneSB_Specimens1_413.txt","SoftBone"
"MicrophoneSB_Specimens1_414.txt","SoftBone"
"MicrophoneSB_Specimens1_415.txt","SoftBone"
"MicrophoneSB_Specimens1_416.txt","SoftBone"
"MicrophoneSB_Specimens1_417.txt","SoftBone"
"MicrophoneSB_Specimens1_418.txt","SoftBone"
"MicrophoneSB_Specimens1_419.txt","SoftBone"
"MicrophoneSB_Specimens1_420.txt","SoftBone"
"MicrophoneSB_Specimens1_421.txt","SoftBone"
"MicrophoneSB_Specimens1_422.txt","SoftBone"
"MicrophoneSB_Specimens1_423.txt","SoftBone"
"MicrophoneSB_Specimens1_424.txt","SoftBone"
"MicrophoneSB_Specimens1_425.txt","SoftBone"
"MicrophoneSB_Specimens1_426.txt","SoftBone"
"MicrophoneSB_Specimens1_427.txt","SoftBone"
"MicrophoneSB_Specimens1_428.txt","SoftBone"
"MicrophoneSB_Specimens1_429.txt","SoftBone"
"MicrophoneSB_Specimens1_430.txt","SoftBone"
"MicrophoneSB_Specimens1_431.txt","SoftBone"
"MicrophoneSB_Specimens1_432.txt","SoftBone"
"MicrophoneSB_Specimens1_433.txt","SoftBone"
"MicrophoneSB_Specimens1_434.txt","SoftBone"
"MicrophoneSB_Specimens1_435.txt","SoftBone"
"MicrophoneSB_Specimens1_436.txt","SoftBone"
"MicrophoneSB_Specimens1_437.txt","SoftBone"
"MicrophoneSB_Specimens1_438.txt","SoftBone"
"MicrophoneSB_Specimens1_439.txt","SoftBone"
"MicrophoneSB_Specimens1_440.txt","SoftBone"
"MicrophoneSB_Specimens1_441.txt","SoftBone"
"MicrophoneSB_Specimens1_442.txt","SoftBone"
"MicrophoneSB_Specimens1_443.txt","SoftBone"
"MicrophoneSB_Specimens1_444.txt","SoftBone"
"MicrophoneSB_Specimens1_445.txt","SoftBone"
"MicrophoneSB_Specimens1_446.txt","SoftBone"
"MicrophoneSB_Specimens1_447.txt","SoftBone"
"MicrophoneSB_Specimens1_448.txt","SoftBone"
"MicrophoneSB_Specimens1_449.txt","SoftBone"
"MicrophoneSB_Specimens1_450.txt","SoftBone"
"MicrophoneSB_Specimens1_451.txt","SoftBone"
"MicrophoneSB_Specimens1_452.txt","SoftBone"
"MicrophoneSB_Specimens1_453.txt","SoftBone"
"MicrophoneSB_Specimens1_454.txt","SoftBone"
"MicrophoneSB_Specimens1_455.txt","SoftBone"
"MicrophoneSB_Specimens1_456.txt","SoftBone"
"MicrophoneSB_Specimens1_457.txt","SoftBone"
"MicrophoneSB_Specimens1_458.txt","SoftBone"
"MicrophoneSB_Specimens1_459.txt","SoftBone"
"MicrophoneSB_Specimens1_460.txt","SoftBone"
"MicrophoneSB_Specimens1_461.txt","SoftBone"
"MicrophoneSB_Specimens1_462.txt","SoftBone"
"MicrophoneSB_Specimens1_463.txt","SoftBone"
"MicrophoneSB_Specimens1_464.txt","SoftBone"
"MicrophoneSB_Specimens1_465.txt","SoftBone"
"MicrophoneSB_Specimens1_466.txt","SoftBone"
"MicrophoneSB_Specimens1_467.txt","SoftBone"
"MicrophoneSB_Specimens1_468.txt","SoftBone"
"MicrophoneSB_Specimens1_469.txt","SoftBone"
"MicrophoneSB_Specimens1_470.txt","SoftBone"
"MicrophoneSB_Specimens1_471.txt","SoftBone"
"MicrophoneSB_Specimens1_472.txt","SoftBone"
"MicrophoneSB_Specimens1_473.txt","SoftBone"
"MicrophoneSB_Specimens1_474.txt","SoftBone"
"MicrophoneSB_Specimens1_475.txt","SoftBone"
"MicrophoneSB_Specimens1_476.txt","SoftBone"
"MicrophoneSB_Specimens1_477.txt","SoftBone"
"MicrophoneSB_Specimens1_478.txt","SoftBone"
"MicrophoneSB_Specimens1_479.txt","SoftBone"
"MicrophoneSB_Specimens1_480.txt","SoftBone"
"MicrophoneSB_Specimens1_481.txt","SoftBone"
"MicrophoneSB_Specimens1_482.txt","SoftBone"
"MicrophoneSB_Specimens1_483.txt","SoftBone"
"MicrophoneSB_Specimens1_484.txt","SoftBone"
"MicrophoneSB_Specimens1_485.txt","SoftBone"
"MicrophoneSB_Specimens1_486.txt","SoftBone"
"MicrophoneSB_Specimens1_487.txt","SoftBone"
"MicrophoneSB_Specimens1_488.txt","SoftBone"
"MicrophoneSB_Specimens1_489.txt","SoftBone"
"MicrophoneSB_Specimens1_490.txt","SoftBone"
"MicrophoneSB_Specimens1_491.txt","SoftBone"
"MicrophoneSB_Specimens1_492.txt","SoftBone"
"MicrophoneSB_Specimens1_493.txt","SoftBone"
"MicrophoneSB_Specimens1_494.txt","SoftBone"
"MicrophoneSB_Specimens1_495.txt","SoftBone"
"MicrophoneSB_Specimens1_496.txt","SoftBone"
"MicrophoneSB_Specimens1_497.txt","SoftBone"
"MicrophoneSB_Specimens1_498.txt","SoftBone"
"MicrophoneSB_Specimens1_499.txt","SoftBone"
